12365,f,1970/1/1,Others
12373,f,1960/1/1,Others
12378,f,1960/1/1,Others
12384,f,1950/1/1,Others
12393,f,1960/1/1,Others
12412,f,1960/1/1,Others
12455,f,1960/1/1,Others
12483,f,1960/1/1,Others
12513,f,1960/1/1,France
12566,f,1950/1/1,Germany
12579,f,1950/1/1,France
12619,f,1950/1/1,Germany
12635,f,1950/1/1,Germany
12640,f,1960/1/1,France
12647,f,1950/1/1,Germany
12654,f,1950/1/1,Germany
12670,f,1960/1/1,France
12672,f,1950/1/1,France
12683,f,1950/1/1,France
12703,f,1950/1/1,Germany
12704,f,1970/1/1,Others
12721,f,1950/1/1,France
12722,f,1950/1/1,France
12733,f,1960/1/1,Others
12739,f,1950/1/1,Others
12748,f,1980/1/1,United Kingdom
12753,f,1960/1/1,Others
12759,f,1970/1/1,Others
12763,f,1950/1/1,Others
12764,f,1960/1/1,Others
12793,f,1960/1/1,Others
12821,f,1950/1/1,United Kingdom
12838,m,1970/1/1,United Kingdom
12842,f,1960/1/1,United Kingdom
12872,f,1960/1/1,United Kingdom
12873,m,1960/1/1,United Kingdom
12884,f,1950/1/1,United Kingdom
12928,f,1960/1/1,United Kingdom
12931,f,1980/1/1,United Kingdom
12955,m,1930/1/1,United Kingdom
12957,f,1970/1/1,United Kingdom
12976,f,1940/1/1,United Kingdom
12993,f,1950/1/1,United Kingdom
13011,f,1960/1/1,United Kingdom
13012,f,1960/1/1,United Kingdom
13035,f,1980/1/1,United Kingdom
13050,f,1950/1/1,United Kingdom
13081,f,1950/1/1,United Kingdom
13082,f,1950/1/1,United Kingdom
13090,f,1960/1/1,United Kingdom
13098,f,1950/1/1,United Kingdom
13101,f,1950/1/1,United Kingdom
13118,f,1960/1/1,United Kingdom
13121,f,1960/1/1,United Kingdom
13130,f,1950/1/1,United Kingdom
13138,f,1960/1/1,United Kingdom
13139,f,1940/1/1,United Kingdom
13145,m,1960/1/1,United Kingdom
13184,f,1950/1/1,United Kingdom
13187,f,1950/1/1,United Kingdom
13188,f,1960/1/1,United Kingdom
13213,f,1930/1/1,United Kingdom
13236,f,1960/1/1,United Kingdom
13238,f,1970/1/1,United Kingdom
13249,f,1960/1/1,United Kingdom
13262,f,1960/1/1,United Kingdom
13271,f,1980/1/1,United Kingdom
13297,f,1960/1/1,United Kingdom
13301,f,1950/1/1,United Kingdom
13314,m,1970/1/1,United Kingdom
13338,f,1940/1/1,United Kingdom
13345,f,1940/1/1,United Kingdom
13352,f,1950/1/1,United Kingdom
13356,f,1950/1/1,United Kingdom
13385,f,1940/1/1,United Kingdom
13396,m,1960/1/1,United Kingdom
13425,f,1930/1/1,United Kingdom
13428,m,1960/1/1,United Kingdom
13434,f,1950/1/1,United Kingdom
13464,m,1950/1/1,United Kingdom
13481,f,1960/1/1,United Kingdom
13482,f,1970/1/1,United Kingdom
13489,f,1940/1/1,United Kingdom
13507,f,1950/1/1,United Kingdom
13524,f,1950/1/1,United Kingdom
13529,f,1960/1/1,United Kingdom
13558,f,1950/1/1,United Kingdom
13565,f,1970/1/1,United Kingdom
13581,f,1960/1/1,United Kingdom
13599,f,1930/1/1,United Kingdom
13602,f,1950/1/1,United Kingdom
13614,f,1950/1/1,United Kingdom
13643,f,1950/1/1,United Kingdom
13704,f,1970/1/1,United Kingdom
13717,f,1960/1/1,United Kingdom
13718,f,1960/1/1,United Kingdom
13723,m,1960/1/1,United Kingdom
13726,f,1970/1/1,United Kingdom
13737,f,1970/1/1,United Kingdom
13740,m,1940/1/1,United Kingdom
13743,f,1960/1/1,United Kingdom
13747,f,1960/1/1,United Kingdom
13758,m,1960/1/1,United Kingdom
13760,f,1960/1/1,United Kingdom
13774,f,1970/1/1,United Kingdom
13781,f,1970/1/1,United Kingdom
13784,f,1950/1/1,United Kingdom
13786,f,1950/1/1,United Kingdom
13808,f,1960/1/1,United Kingdom
13813,f,1950/1/1,Germany
13819,f,1950/1/1,United Kingdom
13826,f,1940/1/1,United Kingdom
13833,f,1970/1/1,United Kingdom
13854,f,1950/1/1,United Kingdom
13868,m,1970/1/1,United Kingdom
13873,f,1960/1/1,United Kingdom
13875,f,1960/1/1,United Kingdom
13888,f,1970/1/1,United Kingdom
13895,f,1950/1/1,United Kingdom
13900,f,1970/1/1,United Kingdom
13922,f,1960/1/1,United Kingdom
13926,f,1960/1/1,United Kingdom
13932,f,1940/1/1,United Kingdom
13974,f,1950/1/1,United Kingdom
13982,f,1970/1/1,United Kingdom
13985,f,1960/1/1,United Kingdom
13990,m,1960/1/1,United Kingdom
13993,f,1940/1/1,United Kingdom
13999,f,1960/1/1,United Kingdom
14024,m,1960/1/1,United Kingdom
14029,f,1970/1/1,United Kingdom
14046,f,1960/1/1,United Kingdom
14050,f,1950/1/1,United Kingdom
14073,f,1970/1/1,United Kingdom
14082,f,1960/1/1,United Kingdom
14090,m,1960/1/1,United Kingdom
14109,f,1950/1/1,United Kingdom
14121,f,1970/1/1,United Kingdom
14124,f,1950/1/1,United Kingdom
14125,m,1960/1/1,United Kingdom
14152,f,1960/1/1,United Kingdom
14158,f,1950/1/1,United Kingdom
14175,m,1970/1/1,United Kingdom
14185,f,1970/1/1,United Kingdom
14193,f,1970/1/1,United Kingdom
14195,f,1970/1/1,United Kingdom
14201,f,1940/1/1,United Kingdom
14209,f,1940/1/1,United Kingdom
14234,f,1960/1/1,United Kingdom
14238,f,1950/1/1,United Kingdom
14243,f,1950/1/1,United Kingdom
14264,m,1960/1/1,United Kingdom
14273,f,1960/1/1,United Kingdom
14276,f,1940/1/1,United Kingdom
14284,m,1950/1/1,United Kingdom
14288,m,1960/1/1,United Kingdom
14290,f,1980/1/1,United Kingdom
14305,f,1960/1/1,United Kingdom
14315,f,1960/1/1,United Kingdom
14329,f,1950/1/1,United Kingdom
14344,f,1970/1/1,United Kingdom
14350,f,1930/1/1,United Kingdom
14352,f,1970/1/1,United Kingdom
14355,f,1950/1/1,United Kingdom
14389,f,1970/1/1,United Kingdom
14407,f,1970/1/1,United Kingdom
14408,m,1960/1/1,United Kingdom
14409,f,1950/1/1,United Kingdom
14411,f,1940/1/1,United Kingdom
14413,f,1960/1/1,United Kingdom
14419,f,1950/1/1,United Kingdom
14436,f,1940/1/1,United Kingdom
14461,f,1960/1/1,United Kingdom
14462,f,1960/1/1,United Kingdom
14484,f,1970/1/1,United Kingdom
14488,f,1950/1/1,United Kingdom
14495,f,1940/1/1,United Kingdom
14504,m,1970/1/1,United Kingdom
14517,f,1970/1/1,United Kingdom
14530,f,1970/1/1,United Kingdom
14553,m,1960/1/1,United Kingdom
14570,f,1950/1/1,United Kingdom
14584,f,1950/1/1,United Kingdom
14589,f,1950/1/1,United Kingdom
14595,m,1930/1/1,United Kingdom
14606,f,1950/1/1,United Kingdom
14616,f,1960/1/1,United Kingdom
14619,m,1950/1/1,United Kingdom
14621,f,1970/1/1,United Kingdom
14623,f,1970/1/1,United Kingdom
14649,f,1950/1/1,United Kingdom
14666,f,1950/1/1,United Kingdom
14673,m,1960/1/1,United Kingdom
14687,f,1950/1/1,United Kingdom
14688,f,1960/1/1,United Kingdom
14696,f,1940/1/1,United Kingdom
14699,f,1960/1/1,United Kingdom
14700,f,1970/1/1,United Kingdom
14709,f,1950/1/1,United Kingdom
14711,f,1950/1/1,United Kingdom
14725,m,1970/1/1,United Kingdom
14739,f,1950/1/1,United Kingdom
14758,m,1940/1/1,United Kingdom
14779,m,1970/1/1,United Kingdom
14784,m,1960/1/1,United Kingdom
14795,f,1950/1/1,United Kingdom
14817,f,1960/1/1,United Kingdom
14821,f,1940/1/1,United Kingdom
14836,m,1950/1/1,United Kingdom
14840,f,1950/1/1,United Kingdom
14852,f,1970/1/1,United Kingdom
14859,f,1950/1/1,United Kingdom
14869,f,1970/1/1,United Kingdom
14873,f,1930/1/1,United Kingdom
14929,f,1940/1/1,United Kingdom
14962,m,1970/1/1,United Kingdom
14964,f,1970/1/1,United Kingdom
14970,f,1950/1/1,United Kingdom
14988,f,1940/1/1,United Kingdom
14997,f,1950/1/1,United Kingdom
15000,f,1960/1/1,United Kingdom
15005,f,1960/1/1,United Kingdom
15048,f,1950/1/1,United Kingdom
15066,f,1940/1/1,United Kingdom
15075,f,1950/1/1,United Kingdom
15078,f,1970/1/1,United Kingdom
15088,f,1960/1/1,United Kingdom
15104,m,1950/1/1,United Kingdom
15113,f,1970/1/1,United Kingdom
15122,f,1940/1/1,United Kingdom
15133,f,1960/1/1,United Kingdom
15156,f,1950/1/1,United Kingdom
15168,f,1940/1/1,United Kingdom
15184,f,1960/1/1,United Kingdom
15201,f,1970/1/1,United Kingdom
15211,f,1960/1/1,United Kingdom
15214,f,1960/1/1,United Kingdom
15222,f,1950/1/1,United Kingdom
15226,f,1950/1/1,United Kingdom
15235,f,1950/1/1,United Kingdom
15239,f,1960/1/1,United Kingdom
15243,f,1950/1/1,United Kingdom
15244,f,1950/1/1,United Kingdom
15299,m,1940/1/1,United Kingdom
15349,f,1970/1/1,United Kingdom
15365,m,1950/1/1,United Kingdom
15399,m,1950/1/1,United Kingdom
15423,m,1950/1/1,United Kingdom
15432,f,1940/1/1,United Kingdom
15448,f,1950/1/1,United Kingdom
15456,m,1950/1/1,United Kingdom
15462,f,1950/1/1,United Kingdom
15463,f,1940/1/1,United Kingdom
15469,f,1950/1/1,United Kingdom
15472,f,1950/1/1,United Kingdom
15475,f,1950/1/1,United Kingdom
15482,f,1960/1/1,United Kingdom
15498,f,1960/1/1,United Kingdom
15511,f,1960/1/1,United Kingdom
15523,f,1960/1/1,United Kingdom
15524,f,1960/1/1,United Kingdom
15527,f,1950/1/1,United Kingdom
15540,f,1970/1/1,United Kingdom
15553,f,1970/1/1,United Kingdom
15556,f,1970/1/1,United Kingdom
15563,f,1970/1/1,United Kingdom
15577,f,1940/1/1,United Kingdom
15578,f,1940/1/1,United Kingdom
15582,f,1960/1/1,United Kingdom
15608,f,1950/1/1,United Kingdom
15618,m,1970/1/1,United Kingdom
15634,f,1960/1/1,United Kingdom
15644,f,1940/1/1,United Kingdom
15651,f,1950/1/1,United Kingdom
15667,f,1950/1/1,United Kingdom
15671,f,1950/1/1,United Kingdom
15679,m,1940/1/1,United Kingdom
15681,f,1940/1/1,United Kingdom
15689,m,1950/1/1,United Kingdom
15705,f,1960/1/1,United Kingdom
15729,f,1950/1/1,United Kingdom
15745,f,1970/1/1,United Kingdom
15749,f,1970/1/1,United Kingdom
15764,f,1970/1/1,United Kingdom
15797,f,1950/1/1,United Kingdom
15814,m,1970/1/1,United Kingdom
15820,m,1970/1/1,United Kingdom
15840,f,1960/1/1,United Kingdom
15841,f,1950/1/1,United Kingdom
15844,f,1960/1/1,United Kingdom
15864,f,1970/1/1,United Kingdom
15866,f,1950/1/1,United Kingdom
15886,f,1960/1/1,United Kingdom
15889,m,1960/1/1,United Kingdom
15891,m,1960/1/1,United Kingdom
15903,f,1960/1/1,United Kingdom
15910,f,1960/1/1,United Kingdom
15917,f,1950/1/1,United Kingdom
15932,m,1950/1/1,United Kingdom
15939,f,1950/1/1,United Kingdom
15948,f,1940/1/1,United Kingdom
15957,f,1960/1/1,United Kingdom
15969,f,1960/1/1,United Kingdom
15970,f,1960/1/1,United Kingdom
15984,f,1940/1/1,United Kingdom
15998,m,1940/1/1,United Kingdom
16027,f,1960/1/1,United Kingdom
16056,m,1960/1/1,United Kingdom
16065,m,1960/1/1,United Kingdom
16076,m,1960/1/1,United Kingdom
16083,f,1960/1/1,United Kingdom
16086,f,1950/1/1,United Kingdom
16098,m,1950/1/1,United Kingdom
16110,f,1940/1/1,United Kingdom
16117,f,1970/1/1,United Kingdom
16146,f,1960/1/1,United Kingdom
16181,f,1960/1/1,United Kingdom
16191,f,1950/1/1,United Kingdom
16193,f,1950/1/1,United Kingdom
16204,f,1950/1/1,United Kingdom
16214,f,1960/1/1,United Kingdom
16225,f,1960/1/1,United Kingdom
16232,f,1970/1/1,United Kingdom
16233,f,1950/1/1,United Kingdom
16240,f,1960/1/1,United Kingdom
16249,f,1960/1/1,United Kingdom
16258,f,1960/1/1,United Kingdom
16266,f,1950/1/1,United Kingdom
16278,f,1960/1/1,United Kingdom
16292,f,1970/1/1,United Kingdom
16298,f,1960/1/1,United Kingdom
16305,f,1950/1/1,United Kingdom
16311,f,1940/1/1,United Kingdom
16315,f,1960/1/1,United Kingdom
16338,m,1960/1/1,United Kingdom
16340,m,1960/1/1,United Kingdom
16344,f,1960/1/1,United Kingdom
16345,f,1970/1/1,United Kingdom
16357,f,1950/1/1,United Kingdom
16358,m,1960/1/1,United Kingdom
16360,f,1960/1/1,United Kingdom
16364,f,1970/1/1,United Kingdom
16369,f,1970/1/1,United Kingdom
16374,f,1960/1/1,United Kingdom
16380,f,1950/1/1,United Kingdom
16401,f,1950/1/1,United Kingdom
16406,f,1960/1/1,United Kingdom
16411,f,1960/1/1,United Kingdom
16434,f,1950/1/1,United Kingdom
16450,f,1960/1/1,United Kingdom
16454,m,1960/1/1,United Kingdom
16455,f,1950/1/1,United Kingdom
16483,f,1930/1/1,United Kingdom
16497,f,1960/1/1,United Kingdom
16527,f,1950/1/1,United Kingdom
16551,f,1960/1/1,United Kingdom
16553,f,1960/1/1,United Kingdom
16581,f,1970/1/1,United Kingdom
16584,f,1960/1/1,United Kingdom
16591,f,1970/1/1,United Kingdom
16593,f,1970/1/1,United Kingdom
16600,f,1960/1/1,United Kingdom
16601,m,1940/1/1,United Kingdom
16602,f,1940/1/1,United Kingdom
16610,m,1950/1/1,United Kingdom
16614,f,1950/1/1,United Kingdom
16617,m,1940/1/1,United Kingdom
16623,f,1940/1/1,United Kingdom
16628,m,1960/1/1,United Kingdom
16633,f,1950/1/1,United Kingdom
16637,f,1960/1/1,United Kingdom
16638,f,1950/1/1,United Kingdom
16668,f,1960/1/1,United Kingdom
16671,f,1950/1/1,United Kingdom
16674,f,1960/1/1,United Kingdom
16679,m,1940/1/1,United Kingdom
16684,f,1940/1/1,United Kingdom
16700,m,1960/1/1,United Kingdom
16705,m,1950/1/1,United Kingdom
16725,f,1960/1/1,United Kingdom
16727,f,1950/1/1,United Kingdom
16742,f,1950/1/1,United Kingdom
16759,f,1950/1/1,United Kingdom
16784,f,1960/1/1,United Kingdom
16791,f,1980/1/1,United Kingdom
16804,f,1970/1/1,United Kingdom
16811,f,1940/1/1,United Kingdom
16816,f,1970/1/1,United Kingdom
16825,f,1960/1/1,United Kingdom
16866,f,1960/1/1,United Kingdom
16872,f,1950/1/1,United Kingdom
16892,f,1950/1/1,United Kingdom
16918,f,1950/1/1,United Kingdom
16940,m,1950/1/1,United Kingdom
16943,f,1960/1/1,United Kingdom
16945,f,1960/1/1,United Kingdom
16949,m,1950/1/1,United Kingdom
16951,f,1950/1/1,United Kingdom
16961,f,1960/1/1,United Kingdom
16998,f,1940/1/1,United Kingdom
17004,f,1950/1/1,United Kingdom
17018,f,1960/1/1,United Kingdom
17062,f,1940/1/1,United Kingdom
17063,f,1960/1/1,United Kingdom
17075,f,1960/1/1,United Kingdom
17096,f,1960/1/1,United Kingdom
17102,f,1970/1/1,United Kingdom
17114,m,1940/1/1,United Kingdom
17155,f,1940/1/1,United Kingdom
17165,f,1950/1/1,United Kingdom
17198,f,1970/1/1,United Kingdom
17212,f,1950/1/1,United Kingdom
17213,f,1950/1/1,United Kingdom
17219,f,1960/1/1,United Kingdom
17232,f,1950/1/1,United Kingdom
17234,f,1950/1/1,United Kingdom
17238,m,1960/1/1,United Kingdom
17243,f,1940/1/1,United Kingdom
17278,f,1960/1/1,United Kingdom
17279,f,1950/1/1,United Kingdom
17298,f,1940/1/1,United Kingdom
17302,f,1940/1/1,United Kingdom
17313,f,1940/1/1,United Kingdom
17314,f,1970/1/1,United Kingdom
17321,m,1960/1/1,United Kingdom
17353,f,1950/1/1,United Kingdom
17358,f,1960/1/1,United Kingdom
17408,f,1950/1/1,United Kingdom
17420,f,1960/1/1,United Kingdom
17444,f,1960/1/1,Others
17464,m,1960/1/1,United Kingdom
17466,f,1940/1/1,United Kingdom
17470,f,1970/1/1,United Kingdom
17480,f,1970/1/1,United Kingdom
17486,f,1960/1/1,United Kingdom
17501,f,1950/1/1,United Kingdom
17510,f,1950/1/1,United Kingdom
17516,f,1980/1/1,United Kingdom
17550,f,1960/1/1,United Kingdom
17556,m,1960/1/1,United Kingdom
17584,f,1960/1/1,United Kingdom
17594,f,1960/1/1,United Kingdom
17602,f,1970/1/1,United Kingdom
17608,f,1930/1/1,United Kingdom
17615,m,1940/1/1,United Kingdom
17623,f,1970/1/1,United Kingdom
17625,f,1970/1/1,United Kingdom
17634,m,1950/1/1,United Kingdom
17654,f,1950/1/1,United Kingdom
17666,f,1950/1/1,United Kingdom
17682,f,1950/1/1,United Kingdom
17696,m,1950/1/1,United Kingdom
17711,f,1940/1/1,United Kingdom
17723,f,1970/1/1,United Kingdom
17724,f,1960/1/1,United Kingdom
17727,f,1960/1/1,United Kingdom
17737,f,1970/1/1,United Kingdom
17767,f,1950/1/1,United Kingdom
17770,m,1950/1/1,United Kingdom
17775,f,1950/1/1,United Kingdom
17790,f,1960/1/1,United Kingdom
17799,f,1940/1/1,United Kingdom
17829,f,1970/1/1,Others
17844,f,1970/1/1,Others
17846,m,1950/1/1,United Kingdom
17867,m,1960/1/1,United Kingdom
17887,f,1960/1/1,United Kingdom
17890,f,1960/1/1,United Kingdom
17899,f,1950/1/1,United Kingdom
17901,f,1960/1/1,United Kingdom
17937,f,1950/1/1,United Kingdom
17964,f,1940/1/1,United Kingdom
17968,f,1940/1/1,United Kingdom
17970,f,1940/1/1,United Kingdom
17979,f,1970/1/1,United Kingdom
17995,f,1960/1/1,United Kingdom
17997,f,1960/1/1,United Kingdom
18010,f,1960/1/1,United Kingdom
18035,f,1950/1/1,United Kingdom
18044,f,1960/1/1,United Kingdom
18045,f,1960/1/1,United Kingdom
18061,m,1950/1/1,United Kingdom
18062,f,1930/1/1,United Kingdom
18066,f,1970/1/1,United Kingdom
18118,m,1950/1/1,United Kingdom
18121,m,1960/1/1,United Kingdom
18125,m,1960/1/1,United Kingdom
18135,m,1950/1/1,United Kingdom
18138,f,1960/1/1,United Kingdom
18147,f,1950/1/1,United Kingdom
18172,f,1950/1/1,United Kingdom
18173,f,1950/1/1,United Kingdom
18176,f,1970/1/1,United Kingdom
18191,m,1940/1/1,United Kingdom
18204,f,1950/1/1,United Kingdom
18215,f,1960/1/1,United Kingdom
18222,f,1970/1/1,United Kingdom
18232,f,1950/1/1,United Kingdom
18255,f,1960/1/1,United Kingdom
18274,f,1950/1/1,United Kingdom
